MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MidianHouseValue
-0.7826967477282204,-0.7716247783699135,-0.09384340225101193,0.14471786174162732,0.18748134213707812,-0.024881744358943626,0.20677484133114254,0.330317019247921,0.9
0.16571707946576394,0.5845005133156296,-0.034753058193988266,-0.17650912302661653,-0.59327553964869,0.04182774996244573,0.9136528155128258,-1.220564366296402,1.87
0.34458622375888937,-1.5693455381849388,0.101494557854491,-0.05198546539171042,1.009508005160713,-0.02858240528153198,-0.7388499983026352,1.2129729846541808,1.358
-0.0755261320032252,-0.691852702388411,-0.0030102201823630674,-0.010275327808927358,-0.19658029550511197,-0.08520606153399159,-1.3380578174765136,1.2877743376547066,1.689
-0.4101981837034062,1.0631329692046447,0.20502054976362596,-0.2419382202444223,-0.685921987325534,-0.03695125227833428,0.48765350656889855,-0.01875596142121362,1.333
0.07477473724752004,1.6215375010751625,-0.3878199006216756,-0.2233942393958765,-0.35660597785602455,0.00027845514376048273,0.9698285485603757,-1.4150478840977805,2.64
-1.061449046243594,1.5417654250936599,-0.3460974772948895,-0.10862031415818328,-0.482099802436477,-0.16347616319451097,1.100905259004662,-1.2654451780967146,1.448
0.0903285758817048,0.9833608932231422,0.7196055028068054,0.4956758997694192,-0.3742930269579675,-0.04581425112922725,1.3817839242424181,-1.6095314018991518,2.017
0.358182606510541,-0.13344817051789326,-0.10289286420846926,-0.16279995746686302,-0.5225273432409181,-0.07609202202239151,-0.8324762200485516,0.6095754037832344,3.342
-0.4542673931669299,-1.4098013862219338,0.5462157536030874,0.6193523060296295,-0.45599034900027546,-0.062081093366832464,0.9276967487747141,-0.35785542835695333,1.208
-1.301951598730003,-0.21322024649939578,-0.26191216610335444,0.07936990974789425,-0.8425787079427431,0.03319110998305537,-0.7528939315645234,1.128198117920246,0.731
-0.5991191284744063,0.4249563613526245,0.04241735757145282,-0.00814117932788426,-0.03487013228734772,-0.030189869195091198,1.26475114706002,-1.2006173388295909,1.188
0.9291777778668567,-0.13344817051789326,0.4368939018981319,-0.16932143024443583,2.505327014925032,-0.04539722748936863,1.1336744366157336,-1.4898492370983063,2.856
0.03927601029671048,-0.9311689303329186,-0.09180701383193739,-0.1910496358920734,0.2295933638083709,-0.022708829208340532,1.3068829468456848,-1.5696373469655367,1.709
-1.167363280752567,0.5845005133156296,-0.49220537525829616,0.034979484255155735,0.8663271314783176,-0.020584984405661262,1.3396521244567565,-0.9213589542942775,0.697
-1.1467306376664033,-0.851396854351416,-0.24188094181497274,-0.14339065611401056,3.0241471219153593,0.030560107436360128,1.901409454932265,-1.125815985829058,0.988
-0.4353805891111341,-0.4525364744439034,-0.34918873032003295,-0.21893168823746798,-0.4020869612610207,-0.009303277686266983,-0.7341686872153369,0.9636351413190807,1.515
3.2926734954934114,1.86085372901967,0.9817888303634675,-0.14045346524058339,-0.6513901295550739,-0.047752881165917895,1.049410837044407,-1.3402465310972476,3.97
-1.3360219119286936,0.10586805742661434,1.1108042548634651,1.9104097269043543,-1.1028310018713325,-0.14721684533814727,-0.6733116430804921,2.03080111079331,0.425
-0.3749110736047624,1.86085372901967,-0.24399526325915932,-0.07125536015010825,-0.7895175606369143,-0.03124965953564358,1.0306855926952239,-1.335259774230543,2.063
-1.3851699258441958,-0.21322024649939578,-0.8564690694374683,-0.10742132205173956,-0.13088554169789524,-0.003088573585035629,2.3086835195270123,-1.3951008566309693,0.813
0.3786036327445386,-0.05367609453639072,-0.20287268275611423,-0.08903974317278594,0.6397644548867625,-0.09659239607008716,-0.8090696646120734,0.5846416194497258,3.822
3.751934968906195,-0.691852702388411,0.7687100438353127,-0.05875947962595691,-0.7726727519683971,-0.0095941959311063,0.9276967487747141,-1.1407762564291646,4.758
-1.776925623416096,1.382221273130655,-1.3302759579700927,-0.9599047097330484,-1.1904240069476215,-0.06414579533635378,1.0072790372587457,-1.3452332879639521,0.675
0.37638165579679794,-1.888433842110949,0.18305267108423734,-0.09433069725112167,0.2767588280802188,0.043102291472319976,0.9323780598620092,-0.7268754364928991,1.464
1.6711593657731225,0.6642725892971321,0.5453220133251993,-0.13354770686704165,-0.8518433527104275,-0.08835911843346748,1.0119603483460407,-1.3003524761636325,3.667
-0.1617599992607804,-0.13344817051789326,0.04452388752388001,-0.13108256557757553,0.2792855493804964,0.003383985109499934,-1.3708269950875853,1.2678273101879027,1.339
-0.5162711308515033,-0.21322024649939578,-0.05713439006395604,0.1792225963219283,-0.13341226299817283,-0.01944995865060623,-0.8886519530961048,0.8688867608517437,2.047
-0.6565731038374155,-0.9311689303329186,-0.031956334967930905,-0.1545282472177301,-0.4248274529635188,0.1090206949247377,0.4970161287434885,-0.11350434188855058,0.541
-0.617159465121539,-0.7716247783699135,0.24114429436057086,-0.09852665738070997,-0.1073028095619713,-0.11951052890838929,1.8031019220990503,-0.9363192248943841,0.975
0.15037485768374495,0.6642725892971321,0.08056341235037771,-0.19658625116405645,-0.8947976148151462,-0.08910730600624753,-0.6967181985169703,0.5447475645161106,3.036
0.7527951315866791,0.5845005133156296,0.18300148325684668,-0.1804215578730849,-0.14351914819928308,0.009827734823825362,-0.8746080198342165,0.8140324353180219,2.218
1.5928611304717841,-0.13344817051789326,0.3973732664948494,-0.17086568156829487,-0.3035448305501956,-0.037561983285909394,-0.6452237765567154,0.5497343213828152,3.194
3.6224254553807382,1.86085372901967,1.061844736470476,-0.27073734855668485,-0.5275807858414732,-0.0435540308231974,0.9979164150841523,-1.4449684252979866,5.00001
0.10900376308533505,-1.1704851582774263,-0.06105771968530615,-0.08015694990927198,-0.42566969339694466,-0.09540729375012694,1.3115642579329798,-1.524756535165224,1.878
-0.8283001793699458,0.026095981445111813,-0.30542027078861245,-0.0950664903462133,-0.01970980448568232,0.1715231617339516,0.4455217067832336,-0.298014345956527,0.572
-0.676729609006206,1.0631329692046447,-0.5403152779836775,0.05618660083659223,-1.1601033513442907,-0.16507712108853284,1.1102678811792555,-1.2704319349634192,2.25
0.8571222397044084,-0.05367609453639072,0.8299915854523585,0.003772163297996347,-0.9141691447839408,-0.006935124378596924,-0.8558827754850332,1.0135027099860978,3.393
-0.4153827965814677,-0.4525364744439034,-0.041480955499298366,-0.11133420736890419,1.49379625438058,-0.08458333945793292,-0.7248060650407468,0.9037940589186543,2.123
0.45531474165463365,-1.0907130822959237,0.42933602878076377,-0.07513028463956889,0.8317952737078576,-0.02380441667923286,-0.7716191759137068,1.2877743376547066,1.352
0.34876565658916364,-0.5323085504254059,0.24291655519675664,-0.260100695443903,-0.1662596399017812,-0.04729527819156987,0.5485105507037434,-0.08358380068834449,0.996
0.5310206705169417,-1.4098013862219338,0.08148209845198154,-0.10407824994318557,3.701308430389747,-0.04187493548410826,0.9604659263857858,-1.0759484171620408,1.924
-0.8249672139483348,-1.2502572342589287,0.28124438348925473,0.17723253145195222,0.3096062049838272,-0.07990835731046796,2.275914341915941,-1.1607232838959758,0.995
0.2821063481569428,1.382221273130655,-0.19083927910388393,-0.3976607642034865,-0.5200006219406405,-0.05254028099786797,-0.7903444202628901,0.6345091881167501,1.571
-1.049439789883186,1.86085372901967,-0.3385871215064598,0.1882210649219127,1.0583579502994127,2.390603732216643,-0.7294873761280419,0.938701356985572,2.125
-0.6129800322912647,-1.1704851582774263,-0.4817864541672005,-0.08068207703674904,-0.4728351576687926,-0.11530007349535294,0.3050823741643573,0.12585998771314053,0.889
0.09546028454672521,0.34518428537112195,-0.09076711463686876,-0.12096071523034746,-0.7170848833622907,-0.15657903280619503,-0.7013995096042687,0.5746681057163238,3.375
-0.9637349647560451,-0.05367609453639072,-0.011691664319113318,0.13674859930336714,-0.7524589815661766,-0.062168864098330334,2.280595653003236,-1.4050743703643713,0.72
2.0015461762169466,0.1856401334081169,0.45990287672555463,-0.07427220112791669,0.2220131999075382,-0.012876289345299365,-0.6639490209058987,0.6793899999170627,3.964
0.9334101149101723,0.4249563613526245,0.2807494437629151,0.11893355659488682,-0.36165942045657967,-0.13193892169539942,-0.5750041102472773,-0.02374271828791818,5.00001
0.11963750990666562,-1.6491176141664414,0.3201361314645382,-0.018803188933194378,0.45952500213362946,-0.06112874637467452,1.6252121007818074,-0.7368489502263011,1.559
